校名,學系名稱,採計科目及加權(含學測、分科及術科),錄取分數,平均
輔仁大學,化學系,英x1.50、數甲x1.50、化x2.00,156.5,31.30
輔仁大學,資訊工程學系,國x1.50、英x1.00、數甲x1.00,134,38.29
輔仁大學,生命科學系,英x1.00、化x1.50、生x2.00,157.5,35.00
輔仁大學,物理學系電子物理組,國x1.00、英x1.00、數甲x1.50、物x2.00,179.5,32.64
輔仁大學,物理學系光電物理組,國x1.00、英x1.00、數甲x1.50、物x2.00,177,32.18
輔仁大學,電機工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,149,37.25
輔仁大學,醫學資訊與創新應用學士學位學程,國x1.00、英x1.00、數甲x1.00,100,33.33
輔仁大學,人工智慧與資訊安全學士學位學程,國x1.00、英x1.00、數甲x1.00,105,35.00
輔仁大學,英國語文學系,國x1.50、英x2.00、歷x1.00,200,44.44
輔仁大學,法國語文學系,國x2.00、英x2.00、歷x1.00,200,40.00
輔仁大學,西班牙語文學系,國x2.00、英x2.00、歷x1.00,192,38.40
輔仁大學,日本語文學系,國x1.50、英x1.50、歷x1.00、公x1.00,202,40.40
輔仁大學,義大利語文學系,國x2.00、英x2.00、歷x1.00,189,37.80
輔仁大學,德語語文學系,國x1.50、英x1.50、歷x1.25,160.75,37.82
輔仁大學,國際溝通與科技創新學士學位學程,國x2.00、英x2.00、歷x1.00,208,41.60
輔仁大學,織品服裝學系織品設計組,國x1.50、英x2.00、歷x1.00,147.5,32.78
輔仁大學,織品服裝學系服飾設計組,國x1.50、英x2.00、歷x1.00,155,34.44
輔仁大學,織品服裝學系織品服飾行銷組,國x1.50、英x2.00、歷x1.00,161.5,35.89
輔仁大學,餐旅管理學系,國x2.00、英x2.00、公x1.50,182.5,33.18
輔仁大學,兒童與家庭學系,國x2.00、英x2.00、公x1.50,197.5,35.91
輔仁大學,食品科學系,國x1.00、英x1.00、化x2.00,134,33.50
輔仁大學,營養科學系,國x1.00、英x2.00、化x2.00、生x2.00,269,38.43
輔仁大學,法律學系,國x1.00、英x1.00、歷x1.00、公x1.00,184,46.00
輔仁大學,財經法律學系,國x1.00、英x1.00、歷x1.00、公x1.00,183,45.75
輔仁大學,企業管理學系,國x1.00、英x2.00、數乙x1.00、公x1.00,199,39.80
輔仁大學,會計學系,國x1.00、英x1.25、數乙x1.50,145.5,38.80
輔仁大學,資訊管理學系,國x1.00、英x2.00、數乙x2.00,207,41.40
輔仁大學,統計資訊學系,國x1.00、英x2.00、數乙x2.00,188,37.60
輔仁大學,金融與國際企業學系,國x1.00、英x2.00、數乙x2.00,222,44.40
輔仁大學,社會學系,國x1.00、英x2.00、公x2.00,183,36.60
輔仁大學,社會工作學系,國x1.50、英x1.00、地x1.50,144.5,36.12
輔仁大學,經濟學系,英x2.00、數Bx2.00、公x1.00,172,34.40
輔仁大學,宗教學系,國x2.00、英x1.00、歷x1.00,127,31.75
輔仁大學,心理學系,國x1.00、英x1.00、數Bx1.00、公x2.00,215,43.00
國立臺灣海洋大學,商船學系,國x1.00、英x2.00、數Ax1.50、物x1.50,217,36.17
國立臺灣海洋大學,航運管理學系,國x1.00、英x2.00、數乙x1.50、地x1.00,221.5,40.27
國立臺灣海洋大學,運輸科學系A組,國x1.00、英x2.00、數乙x2.00,210,42.00
國立臺灣海洋大學,運輸科學系B組,國x1.00、英x2.00、數甲x2.00,182,36.40
國立臺灣海洋大學,輪機工程學系,國x1.00、英x1.50、數甲x1.50、物x1.50、化x1.00,229.5,35.31
國立臺灣海洋大學,海洋觀光管理學士學位學程,國x1.50、英x2.00、數乙x1.00、地x1.00,191,34.73
國立臺灣海洋大學,海洋經營管理學士學位學程,國x1.00、英x2.00、數乙x1.00、歷x1.00,196,39.20
國立臺灣海洋大學,食品科學系,國x1.00、英x2.00、自x1.00、化x2.00、生x2.00,251,31.38
國立臺灣海洋大學,水產養殖學系,國x1.00、英x1.50、化x1.50、生x2.00,179.5,29.92
國立臺灣海洋大學,生命科學暨生物科技學系,國x1.50、英x1.00、化x1.00、生x2.00,207,37.64
國立臺灣海洋大學,海洋生物科技學士學位學程,國x1.00、英x1.50、化x1.50、生x1.50,190,34.55
國立臺灣海洋大學,環境生物與漁業科學學系,國x1.00、英x2.00、生x1.50,148,32.89
國立臺灣海洋大學,海洋環境資訊系,國x1.00、英x1.50、數甲x1.50、物x1.50、化x1.00,226.5,34.85
國立臺灣海洋大學,機械與機電工程學系,國x1.00、英x1.50、數甲x1.50、物x1.50、化x1.00,259,39.85
國立臺灣海洋大學,系統工程暨造船學系,英x1.00、數甲x1.75、物x1.50,147.25,34.65
國立臺灣海洋大學,河海工程學系,國x1.00、英x1.00、數甲x1.50、物x1.25、化x1.00,190.25,33.09
國立臺灣海洋大學,海洋工程科技學士學位學程,國x1.00、英x1.50、數甲x1.50、物x1.50,209,38.00
國立臺灣海洋大學,電機工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,219,43.80
國立臺灣海洋大學,資訊工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,171,42.75
國立臺灣海洋大學,通訊與導航工程學系,英x1.00、數Ax1.50、物x1.50,164,41.00
國立臺灣海洋大學,光電與材料科技學系,英x1.25、數甲x1.50、物x1.50、化x1.00,215.75,41.10
國立臺灣海洋大學,海洋法政學士學位學程,國x1.50、英x2.00、公x1.00,181.5,40.33
國立臺灣海洋大學,海洋文創設計產業學士學位學程,國x1.00、英x1.00、公x1.00,103,34.33
國立高雄師範大學,國文學系,國x2.00、英x1.25、歷x1.25,175.25,38.94
國立高雄師範大學,英語學系,國x1.75、英x2.00、歷x1.50,206.5,39.33
國立高雄師範大學,地理學系,國x1.00、英x1.50、社x1.00、地x1.50,212.5,42.50
國立高雄師範大學,數學系數學組,英x1.25、數Ax2.00、數甲x2.00、物x1.00,210.75,33.72
國立高雄師範大學,數學系應用數學組,英x1.25、數Ax2.00、數甲x2.00、物x1.00,216.5,34.64
國立高雄師範大學,化學系,英x1.00、數甲x1.00、化x1.00,119,39.67
國立高雄師範大學,物理學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,198,39.60
國立高雄師範大學,生物科技系,國x1.25、英x1.25、數甲x1.00、生x1.50,187.5,37.50
國立高雄師範大學,教育學系,國x1.50、英x1.75、數Bx1.75、公x1.00,224,37.33
國立高雄師範大學,特殊教育學系,國x1.25、英x1.25、公x1.00,138,39.43
國立高雄師範大學,體育學系,國x2.00、英x2.00、數Bx1.00、生x2.00、術x1.00,256.47,32.06
國立高雄師範大學,事業經營學系,國x1.50、英x2.00、數Bx1.75、公x1.00,234,37.44
國立高雄師範大學,工業科技教育學系科技教育與訓練組,國x1.00、英x1.25、數甲x1.25、物x1.25,174,36.63
國立高雄師範大學,工業科技教育學系能源與冷凍空調組,英x1.00、數甲x1.00、物x1.00,104,34.67
國立高雄師範大學,工業設計學系,國x1.00、英x2.00、歷x1.00,152,38.00
國立高雄師範大學,電子工程學系,國x1.00、英x1.00、數甲x1.25、物x1.50,194.5,40.95
國立高雄師範大學,軟體工程與管理學系,國x1.00、英x1.00、數甲x1.00,126,42.00
國立高雄師範大學,電機工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,208,41.60
國立高雄師範大學,美術學系,國x1.00、英x1.00、歷x1.00、術x2.00,230.06,46.01
國立高雄師範大學,音樂學系,國x1.00、英x1.00、歷x1.00、術x2.00,245.4,49.08
國立高雄師範大學,視覺設計學系,國x1.00、英x1.00、歷x1.00、術x2.00,235,47.00
國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,國x2.00、英x2.00、社x1.00、歷x1.00、公x1.00,332,47.43
國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,國x2.00、英x2.00、社x1.00、歷x1.00、公x1.50,342.5,45.67
國立彰化師範大學,特殊教育學系,國x1.25、英x1.25、公x1.00,146,41.71
國立彰化師範大學,數學系,英x1.00、自x1.00、數甲x2.00,152,38.00
國立彰化師範大學,物理學系物理組,英x1.00、數Ax1.50、物x2.00,183,40.67
國立彰化師範大學,物理學系光電組,英x1.00、數Ax1.50、物x2.00,184.5,41.00
國立彰化師範大學,生物學系,國x1.00、英x1.75、化x1.50、生x2.00,250.25,40.04
國立彰化師範大學,化學系,英x1.00、數Ax1.25、物x1.25、化x2.00,225.75,41.05
國立彰化師範大學,英語學系(社會組),國x1.00、英x1.50、歷x1.00,146,41.71
國立彰化師範大學,英語學系(自然組),國x1.00、英x1.50、化x1.00,157.5,45.00
國立彰化師範大學,國文學系,國x1.50、英x1.00、歷x1.00,135.5,38.71
國立彰化師範大學,地理學系,英x1.25、數Bx1.00、地x1.50、公x1.25,203,40.60
國立彰化師範大學,美術學系,國x1.00、英x1.00、歷x1.00、術x2.00,236.24,47.25
國立彰化師範大學,機電工程學系,國x1.00、英x2.00、數甲x2.00、物x2.00、化x1.00,320,40.00
國立彰化師範大學,電機工程學系,英x1.00、數甲x2.00、物x2.00,210,42.00
國立彰化師範大學,電子工程學系,國x1.00、英x2.00、數甲x2.00、物x2.00、化x1.00,336,42.00
國立彰化師範大學,資訊工程學系,英x1.50、數甲x2.00、物x1.50,200.5,40.10
國立彰化師範大學,企業管理學系,國x1.00、英x2.00、公x1.00,163,40.75
國立彰化師範大學,會計學系,國x1.00、英x2.00、公x1.00,163,40.75
國立彰化師範大學,資訊管理學系資訊管理組,國x1.00、英x2.00、數Bx2.00、歷x1.00,238,39.67
國立彰化師範大學,資訊管理學系數位內容科技與管理組,國x1.00、英x2.00、數Ax2.00、物x1.00,238,39.67
國立彰化師範大學,運動學系,國x2.00、英x2.00、生x1.00、術x1.00,217.38,36.23
國立彰化師範大學,公共事務與公民教育學系公民教育組,國x1.25、英x1.25、歷x1.00、公x2.00,250.75,45.59
國立彰化師範大學,公共事務與公民教育學系公共事務組,國x1.25、英x1.25、歷x1.00、公x2.00,244.75,44.50
中山醫學大學,醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,267,53.40
中山醫學大學,醫學社會暨社會工作學系,國x1.50、英x1.00、公x2.00,148.5,33.00
中山醫學大學,護理學系,國x1.00、英x1.00、化x1.00、生x1.00,131,32.75
中山醫學大學,牙醫學系,英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.25,280.25,53.38
中山醫學大學,醫學檢驗暨生物技術學系,國x1.00、英x1.00、化x1.00、生x1.00,172,43.00
中山醫學大學,物理治療學系,國x1.50、英x1.50、物x1.00、生x1.50,262.5,47.73
中山醫學大學,職能治療學系,國x1.25、英x1.50、生x1.00,178,47.47
中山醫學大學,語言治療與聽力學系語言治療組,國x1.50、英x2.00、物x1.00、生x1.50,258.5,43.08
中山醫學大學,語言治療與聽力學系聽力組,國x1.50、英x2.00、物x1.50、生x1.00,234.5,39.08
中山醫學大學,生物醫學科學學系,英x1.00、數甲x1.00、化x1.00、生x2.00,178,35.60
中山醫學大學,視光學系,國x1.00、英x1.00、物x1.00、生x1.50,165.5,36.78
中山醫學大學,醫學影像暨放射科學系,數甲x1.25、物x2.00、生x1.50,160.75,33.84
中山醫學大學,心理學系,國x1.50、英x2.00、數甲x1.00,193,42.89
中山醫學大學,營養學系,國x1.75、化x2.00、生x2.00,231,40.17
中山醫學大學,公共衛生學系(A組),國x2.00、英x2.00、化x1.00,207,41.40
中山醫學大學,公共衛生學系(B組),國x2.00、英x2.00、歷x1.00,192,38.40
中山醫學大學,醫療產業科技管理學系,國x1.00、英x1.50、數乙x1.00、地x1.00,139.5,31.00
中山醫學大學,職業安全衛生學系,國x1.00、英x1.00、化x1.00,104,34.67
中山醫學大學,醫學應用化學系,國x1.00、數甲x1.00、化x2.00,154,38.50
中山醫學大學,健康產業科技管理學系,國x1.00、英x1.00、化x1.00,104,34.67
中山醫學大學,醫學資訊學系,國x1.00、英x2.00、數甲x2.00,176,35.20
中山醫學大學,應用外國語言學系,國x1.00、英x1.50、歷x1.00,113,32.29
國立中山大學,中國文學系,國x2.00、英x1.00、地x1.00、歷x1.00,224,44.80
國立中山大學,外國語文學系,國x1.50、英x2.00、地x1.00、歷x1.00,251.5,45.73
國立中山大學,音樂學系,國x1.00、英x1.00、歷x1.00、術x2.00,210,42.00
國立中山大學,劇場藝術學系(男),國x2.00、英x2.00、歷x1.00,206,41.20
國立中山大學,劇場藝術學系(女),國x2.00、英x2.00、歷x1.00,212,42.40
國立中山大學,生物科學系,國x1.00、英x1.25、數甲x1.00、化x1.25、生x1.50,254.5,42.42
國立中山大學,生物科學系英語組,國x1.00、英x1.50、數甲x1.00、化x1.25、生x1.50,263.25,42.12
國立中山大學,化學系,國x1.00、英x1.00、數甲x1.00、物x1.00、化x2.00,271,45.17
國立中山大學,化學系英語組,國x1.00、英x2.00、數甲x1.00、物x1.00、化x1.00,268,44.67
國立中山大學,物理學系,國x1.00、英x1.75、數甲x1.75、物x1.50、化x1.00,315.25,45.04
國立中山大學,物理學系量子科技組(全英),國x1.00、英x2.00、數甲x1.75、物x1.50、化x1.00,326.5,45.03
國立中山大學,應用數學系,英x1.00、數甲x2.00、物x1.50,189.5,42.11
國立中山大學,應用數學系英語組,英x1.50、數甲x2.00、物x1.00,191.5,42.56
國立中山大學,電機工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,202,50.50
國立中山大學,電機工程學系全英語組,英x1.00、數甲x1.00、物x1.00、化x1.00,194,48.50
國立中山大學,機械與機電工程學系,國x1.00、數甲x1.50、物x2.00,211,46.89
國立中山大學,機械與機電工程學系全英語組,英x2.00、數甲x1.50、物x2.00,253,46.00
國立中山大學,資訊工程學系,國x1.00、英x1.00、數甲x2.00、物x1.50,263.5,47.91
國立中山大學,資訊工程學系全英語學士班,英x2.00、數甲x2.00、物x1.50,262,47.64
國立中山大學,光電工程學系,英x1.00、數甲x2.00、物x2.00、化x1.00,280,46.67
國立中山大學,光電工程學系全英語組,英x1.50、數甲x2.00、物x2.00、化x1.00,300.5,46.23
國立中山大學,材料與光電科學學系甲組,英x1.00、數甲x2.00、物x2.00,240,48.00
國立中山大學,材料與光電科學學系乙組,數甲x1.00、物x2.00、化x2.00,259,51.80
國立中山大學,材料與光電科學學系全英語組,英x1.00、數甲x1.00、物x2.00、化x2.00,284,47.33
國立中山大學,企業管理學系(A組),國x1.00、英x2.00、數乙x2.00,244,48.80
國立中山大學,企業管理學系(B組),英x2.00、數乙x2.00、公x1.00,235,47.00
國立中山大學,資訊管理學系,國x1.50、英x2.00、數甲x2.00,251,45.64
國立中山大學,財務管理學系,國x1.00、英x1.00、數乙x2.00,204,51.00
國立中山大學,國際經營管理全英語學士學位學程,英x2.00、數Bx1.00、公x1.50,204.5,45.44
國立中山大學,海洋生物科技暨資源學系,英x1.00、化x1.00、生x1.00,122,40.67
國立中山大學,海洋環境及工程學系,英x1.25、數甲x1.50、物x1.50、化x1.00,220.75,42.05
國立中山大學,海洋科學系,國x1.00、英x1.25、數甲x1.25、化x1.00,191.5,42.56
國立中山大學,政治經濟學系,國x1.00、英x1.50、數乙x1.50、公x1.00,231.5,46.30
國立中山大學,社會學系,英x2.00、地x1.00、公x2.00,221,44.20
國立中山大學,人文暨科技跨領域學士學位學程,國x1.00、英x1.00、物x1.00,133,44.33
國立中山大學,"生物醫學科技學系全英語學士班生物醫
學組",英x1.50、數甲x1.00、化x1.50、生x2.00,258.5,43.08
國立中山大學,"生物醫學科技學系全英語學士班生醫工
程組",英x1.50、數甲x1.50、物x1.50、化x1.00、生x1.00,269,41.38
國立中山大學,護理學系,國x1.25、英x2.00、數Ax1.00、生x2.00,250.5,40.08
長庚大學,醫學系(自費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,274,54.80
長庚大學,醫學系(公費),英x1.00、數甲x1.00、物x1.00、化x1.00、生x1.00,265,53.00
長庚大學,中醫學系,國x1.00、英x1.00、數甲x1.00、化x1.00、生x1.00,269,53.80
長庚大學,護理學系,國x1.50、英x1.50、化x1.00,163.5,40.88
長庚大學,醫學生物技術暨檢驗學系,英x1.00、化x1.50、生x1.50,184,46.00
長庚大學,醫學影像暨放射科學系,英x1.25、數甲x1.25、物x1.25、化x1.00、生x1.00,222,38.61
長庚大學,物理治療學系,國x1.00、英x1.50、物x1.00、生x1.25,235.5,49.58
長庚大學,職能治療學系,國x1.25、英x1.50、生x1.50,215.75,50.76
長庚大學,生物醫學系,英x2.00、數甲x1.00、物x1.00、化x2.00、生x2.00,293,36.62
長庚大學,呼吸治療學系,英x1.00、化x1.00、生x1.50,149.5,42.71
長庚大學,電機工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,165,41.25
長庚大學,機械工程學系,英x1.00、數甲x1.00、物x1.25,116,35.69
長庚大學,化工與材料工程學系(化學工程組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,193,38.60
長庚大學,化工與材料工程學系(材料工程組),國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,193,38.60
長庚大學,電子工程學系,英x1.00、數甲x1.00、物x1.00、化x1.00,150,37.50
長庚大學,資訊工程學系,國x1.00、英x1.00、數甲x1.00、物x1.00,159,39.75
長庚大學,生物醫學工程學系,英x1.00、數甲x1.25、物x1.00、化x1.00,163.75,38.53
長庚大學,人工智慧學系,國x1.00、英x1.00、數甲x1.50,134,38.29
長庚大學,醫務管理學系,國x1.00、英x1.50、公x1.00,129,36.86
長庚大學,工商管理學系,國x1.00、英x2.00、數乙x1.00,109,27.25
長庚大學,工業設計學系,國x1.00、英x2.00、公x1.00,117,29.25
長庚大學,資訊管理學系,國x1.00、英x1.50、數乙x2.00,165.5,36.78
長庚大學,數位金融科技學系(甲組),國x1.00、數乙x2.00、物x1.00,141,35.25
長庚大學,數位金融科技學系(乙組),國x1.00、數乙x2.00、公x1.00,132,33.00
國立臺中教育大學,全校不分系學士學位學程,國x1.00、英x1.25、數乙x1.00,129.75,39.92
國立臺中教育大學,教育學系,國x1.50、英x1.00、數Bx1.50、歷x1.00,182.5,36.50
國立臺中教育大學,特殊教育學系,國x1.50、英x1.50、公x1.00,143.5,35.88
國立臺中教育大學,幼兒教育學系,國x2.00、英x1.50、公x1.00,169.5,37.67
國立臺中教育大學,體育學系,國x2.00、數Bx2.00、生x1.00、術x2.00,292.78,41.83
國立臺中教育大學,語文教育學系,國x2.00、英x1.00、歷x1.00,153,38.25
國立臺中教育大學,區域與社會發展學系,英x1.00、地x2.00、歷x2.00、公x2.00,282,40.29
國立臺中教育大學,諮商與應用心理學系,國x2.00、英x2.00、公x1.00,218,43.60
國立臺中教育大學,美術學系,國x1.00、英x1.00、歷x1.00、術x2.00,228.7,45.74
國立臺中教育大學,音樂學系,國x1.00、英x1.00、歷x1.00、術x2.00,217.14,43.43
國立臺中教育大學,台灣語文學系,國x1.00、英x1.00、歷x1.00,94,31.33
國立臺中教育大學,英語學系,國x1.00、英x2.00、歷x1.00,146,36.50
國立臺中教育大學,數學教育學系,國x1.00、英x1.00、數Ax1.50、物x1.00,147,32.67
國立臺中教育大學,科學教育與應用學系,國x1.00、數甲x1.00、物x2.00、化x2.00,180,30.00
國立臺中教育大學,資訊工程學系,國x1.00、英x1.25、數甲x1.25,139.5,39.86
國立臺中教育大學,數位內容科技學系,國x1.00、英x1.00、數Bx1.50、物x1.00,151,33.56
國立臺中教育大學,國際企業學系,國x1.25、英x1.50、公x1.00,147.25,39.27
國立臺中教育大學,文化創意產業設計與營運學系,國x1.00、英x2.00、公x2.00,165,33.00
國立臺北教育大學,教育學系,國x1.50、英x1.50、數Bx1.25、歷x1.00、公x1.00,255.5,40.88
國立臺北教育大學,教育經營與管理學系,國x1.50、英x1.50、數Bx1.50、公x1.00,208.5,37.91
國立臺北教育大學,幼兒與家庭教育學系,國x1.50、英x1.50、數Bx1.00、歷x1.00,186.5,37.30
國立臺北教育大學,特殊教育學系(文組),國x1.50、英x2.00、數Bx1.00、地x1.50,239.5,39.92
國立臺北教育大學,特殊教育學系(理組),國x1.50、英x2.00、數Bx1.00、物x1.50,207,34.50
國立臺北教育大學,心理與諮商學系,國x1.25、英x1.25、數Bx1.50、歷x1.00、公x1.00,261.75,43.62
國立臺北教育大學,社會與區域發展學系,數乙x1.00、地x1.50、歷x1.50,174.5,43.62
國立臺北教育大學,兒童英語教育學系,國x1.00、英x2.00、數Bx1.00、歷x1.00,203,40.60
國立臺北教育大學,語文與創作學系語文師資組,國x2.00、英x1.25、數Bx1.00、歷x1.00,193.25,36.81
國立臺北教育大學,語文與創作學系文學創作組,國x2.00、英x1.25、歷x1.00,173.5,40.82
國立臺北教育大學,文化創意產業經營學系,國x1.50、英x1.50、社x1.50、地x1.00、歷x1.00,262,40.31
國立臺北教育大學,藝術與造形設計學系設計組,國x1.25、英x1.50、數Bx2.00、歷x1.00,189.75,33.00
國立臺北教育大學,藝術與造形設計學系藝術組,國x1.50、英x1.50、數Bx1.00、歷x1.00,165.5,33.10
國立臺北教育大學,數學暨資訊教育學系數學組,國x1.50、英x1.00、數甲x2.00,171,38.00
國立臺北教育大學,"數學暨資訊教育學系人工智慧與資訊教
育組",國x1.25、英x1.50、數甲x2.00,184.25,38.79
國立臺北教育大學,自然科學教育學系,英x1.00、數甲x1.00、物x2.00、化x2.00,227,37.83
國立臺北教育大學,數位科技設計學系(創意設計組),國x1.00、英x1.00、公x1.00,135,45.00
國立臺北教育大學,數位科技設計學系(資訊應用組),國x1.00、英x1.50、數甲x1.50,162.5,40.62
國立臺北教育大學,資訊科學系,國x1.00、英x2.00、數甲x2.00、物x1.00,237,39.50
國立臺北教育大學,體育學系(男),國x1.00、數Bx1.50、生x2.00、公x2.00、術x1.00,294.05,39.21
國立臺北教育大學,體育學系(女),國x1.00、數Bx1.50、生x2.00、公x2.00、術x1.00,235.2,31.36
國立臺南大學,教育學系,國x1.50、英x1.00、數Bx1.00、公x2.00,188.5,34.27
國立臺南大學,諮商與輔導學系,國x1.50、英x1.50、數Bx1.50、公x1.00,207.5,37.73
國立臺南大學,特殊教育學系,國x1.50、英x1.50、數Bx1.50、公x1.00,153,27.82
國立臺南大學,幼兒教育學系,國x2.00、英x1.50、數Bx1.00、公x1.00,163,29.64
國立臺南大學,體育學系,國x1.00、英x1.00、數Bx1.00、生x1.00、術x2.00,273.18,45.53
國立臺南大學,文化與自然資源學系,國x1.00、地x2.00、歷x2.00,210,42.00
國立臺南大學,國語文學系,國x2.00、英x1.00、歷x1.00,135,33.75
國立臺南大學,英語學系,國x1.25、英x2.00、歷x1.00,145,34.12
國立臺南大學,應用數學系,英x1.00、自x1.50、數甲x2.00,154,34.22
國立臺南大學,數位學習科技學系(數位學習系統組),國x2.00、英x2.00、數甲x1.00,192,38.40
國立臺南大學,數位學習科技學系(數位學習內容組),國x2.00、英x1.00、數Bx1.00、地x2.00,214,35.67
國立臺南大學,材料科學系,國x1.00、英x1.00、數甲x1.00、物x1.50、化x1.50,235,39.17
國立臺南大學,資訊工程學系,英x1.00、數甲x2.00、物x1.50,175.5,39.00
國立臺南大學,電機工程學系,國x1.00、英x1.50、數甲x1.00、物x1.00,188.5,41.89
國立臺南大學,綠色能源科技學系,英x1.00、數甲x1.50、物x1.50,128.5,32.12
國立臺南大學,生物科技學系,國x2.00、化x1.00、生x2.00,197,39.40
國立臺南大學,生態暨環境資源學系,國x1.00、英x1.00、地x1.00,99,33.00
國立臺南大學,音樂學系,國x1.00、英x1.00、歷x1.00,79,26.33
國立臺南大學,視覺藝術與設計學系,國x2.00、英x1.00、歷x1.00、術x2.00,242.8,40.47
國立臺南大學,戲劇創作與應用學系(男),國x2.00、英x2.00、歷x1.00,150,30.00
國立臺南大學,戲劇創作與應用學系(女),國x2.00、英x2.00、歷x1.00,165,33.00
國立臺南大學,行政管理學系,國x1.50、英x1.50、數Bx1.00、公x1.00,173.5,34.70
國立臺南大學,經營與管理學系,國x1.00、英x2.00、數Bx1.50、公x1.50,200,33.33
國立東華大學,應用數學系數學科學組,國x1.00、英x1.00、數甲x2.00,116,29.00
國立東華大學,應用數學系統計科學組,國x1.00、英x1.00、數甲x2.00,114,28.50
國立東華大學,物理學系物理組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,147,29.40
國立東華大學,物理學系奈米與光電科學組,國x1.00、英x1.00、數甲x1.00、物x1.00、化x1.00,151,30.20
國立東華大學,化學系,英x1.00、數甲x1.00、物x1.00、化x2.00,135,27.00
